simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version,gt_mask_paths
sim_event_1da5ada5c0f5,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,69,2026-06-26T12:16:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L002,11,IQA-PIECEB-FULL-L002-P011-V3,piece_event_cc27c44d3fa9,Casting_class1:2022-02-18_12_36_17_429#v3,Casting_class1,2022-02-18_12_36_17_429,2022-02-18T12:36:17.429,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_187e55d110c2f28d,Casting_class1/train/good/2022-02-18_12_36_17_429_2_3.jpg,2026-06-26T12:16:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_cc27c44d3fa9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_dd25b947f9ea,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,70,2026-06-26T12:18:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L002,12,IQA-PIECEB-FULL-L002-P012-V1,piece_event_08c209469ade,Casting_class1:2022-02-18_12_43_58_749#v1,Casting_class1,2022-02-18_12_43_58_749,2022-02-18T12:43:58.749,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_6dd2d0fc8474fd69,Casting_class1/train/good/2022-02-18_12_43_58_749_1_2.jpg,2026-06-26T12:18:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_08c209469ade,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_35b8e96a966a,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,71,2026-06-26T12:20:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L002,12,IQA-PIECEB-FULL-L002-P012-V2,piece_event_08c209469ade,Casting_class1:2022-02-18_12_43_58_749#v2,Casting_class1,2022-02-18_12_43_58_749,2022-02-18T12:43:58.749,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_9e8dd028de52f7b9,Casting_class1/train/good/2022-02-18_12_43_58_749_1_3.jpg,2026-06-26T12:20:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_08c209469ade,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_e6aceaa70ba6,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,72,2026-06-26T12:22:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L002,12,IQA-PIECEB-FULL-L002-P012-V3,piece_event_08c209469ade,Casting_class1:2022-02-18_12_43_58_749#v3,Casting_class1,2022-02-18_12_43_58_749,2022-02-18T12:43:58.749,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_1b5b7834b63dd80a,Casting_class1/train/good/2022-02-18_12_43_58_749_2_3.jpg,2026-06-26T12:22:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_08c209469ade,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_586f298e820b,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,73,2026-06-26T12:24:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,1,IQA-PIECEB-FULL-L003-P001-V1,piece_event_a05b1958f1aa,Casting_class1:2022-02-18_12_48_19_224#v1,Casting_class1,2022-02-18_12_48_19_224,2022-02-18T12:48:19.224,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_11085e807c3d6760,Casting_class1/train/good/2022-02-18_12_48_19_224_1_2.jpg,2026-06-26T12:24:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_a05b1958f1aa,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_43d561b352f5,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,74,2026-06-26T12:26:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,1,IQA-PIECEB-FULL-L003-P001-V2,piece_event_a05b1958f1aa,Casting_class1:2022-02-18_12_48_19_224#v2,Casting_class1,2022-02-18_12_48_19_224,2022-02-18T12:48:19.224,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_5ec980f1738025d3,Casting_class1/train/good/2022-02-18_12_48_19_224_1_3.jpg,2026-06-26T12:26:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_a05b1958f1aa,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_12e666b9595d,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,75,2026-06-26T12:28:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,1,IQA-PIECEB-FULL-L003-P001-V3,piece_event_a05b1958f1aa,Casting_class1:2022-02-18_12_48_19_224#v3,Casting_class1,2022-02-18_12_48_19_224,2022-02-18T12:48:19.224,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_bfe3dd55049ef5df,Casting_class1/train/good/2022-02-18_12_48_19_224_2_3.jpg,2026-06-26T12:28:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_a05b1958f1aa,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_f7ceff3367a4,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,76,2026-06-26T12:30:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,2,IQA-PIECEB-FULL-L003-P002-V1,piece_event_7970dacec209,Casting_class1:2022-02-18_12_49_15_357#v1,Casting_class1,2022-02-18_12_49_15_357,2022-02-18T12:49:15.357,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_3bafbaa1d6a2b32f,Casting_class1/train/good/2022-02-18_12_49_15_357_1_2.jpg,2026-06-26T12:30:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_7970dacec209,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_fe3caef72e29,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,77,2026-06-26T12:32:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,2,IQA-PIECEB-FULL-L003-P002-V2,piece_event_7970dacec209,Casting_class1:2022-02-18_12_49_15_357#v2,Casting_class1,2022-02-18_12_49_15_357,2022-02-18T12:49:15.357,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_52ddcebcf332c241,Casting_class1/train/good/2022-02-18_12_49_15_357_1_3.jpg,2026-06-26T12:32:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_7970dacec209,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_5fa6bde202ba,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,78,2026-06-26T12:34:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,2,IQA-PIECEB-FULL-L003-P002-V3,piece_event_7970dacec209,Casting_class1:2022-02-18_12_49_15_357#v3,Casting_class1,2022-02-18_12_49_15_357,2022-02-18T12:49:15.357,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_b7376a7146a8011b,Casting_class1/train/good/2022-02-18_12_49_15_357_2_3.jpg,2026-06-26T12:34:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_7970dacec209,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_7bf6e90b41ce,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,79,2026-06-26T12:36:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,3,IQA-PIECEB-FULL-L003-P003-V1,piece_event_12b3bcba0356,Casting_class1:2022-02-18_12_53_04_060#v1,Casting_class1,2022-02-18_12_53_04_060,2022-02-18T12:53:04.060,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_153b21d8a5ca72df,Casting_class1/train/good/2022-02-18_12_53_04_060_1_2.jpg,2026-06-26T12:36:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_12b3bcba0356,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_0622167a5738,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,80,2026-06-26T12:38:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,3,IQA-PIECEB-FULL-L003-P003-V2,piece_event_12b3bcba0356,Casting_class1:2022-02-18_12_53_04_060#v2,Casting_class1,2022-02-18_12_53_04_060,2022-02-18T12:53:04.060,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_36bf1fc2273739db,Casting_class1/train/good/2022-02-18_12_53_04_060_1_3.jpg,2026-06-26T12:38:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_12b3bcba0356,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_6ff6b1419516,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,81,2026-06-26T12:40:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,3,IQA-PIECEB-FULL-L003-P003-V3,piece_event_12b3bcba0356,Casting_class1:2022-02-18_12_53_04_060#v3,Casting_class1,2022-02-18_12_53_04_060,2022-02-18T12:53:04.060,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_40acc9642c6ac79f,Casting_class1/train/good/2022-02-18_12_53_04_060_2_3.jpg,2026-06-26T12:40:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_12b3bcba0356,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_677b998f015b,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,82,2026-06-26T12:42:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,4,IQA-PIECEB-FULL-L003-P004-V1,piece_event_689081ebaa7b,Casting_class1:2022-02-18_12_56_55_454#v1,Casting_class1,2022-02-18_12_56_55_454,2022-02-18T12:56:55.454,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_42966182afffd212,Casting_class1/train/good/2022-02-18_12_56_55_454_1_2.jpg,2026-06-26T12:42:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_689081ebaa7b,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_73350bc4ff96,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,83,2026-06-26T12:44:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,4,IQA-PIECEB-FULL-L003-P004-V2,piece_event_689081ebaa7b,Casting_class1:2022-02-18_12_56_55_454#v2,Casting_class1,2022-02-18_12_56_55_454,2022-02-18T12:56:55.454,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_a808d9035b6ee3b2,Casting_class1/train/good/2022-02-18_12_56_55_454_1_3.jpg,2026-06-26T12:44:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_689081ebaa7b,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_26183f45d169,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,84,2026-06-26T12:46:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,4,IQA-PIECEB-FULL-L003-P004-V3,piece_event_689081ebaa7b,Casting_class1:2022-02-18_12_56_55_454#v3,Casting_class1,2022-02-18_12_56_55_454,2022-02-18T12:56:55.454,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_def3d2ba8c681660,Casting_class1/train/good/2022-02-18_12_56_55_454_2_3.jpg,2026-06-26T12:46:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_689081ebaa7b,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_6f8b1b0daef4,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,85,2026-06-26T12:48:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,5,IQA-PIECEB-FULL-L003-P005-V1,piece_event_73cf134a5851,Casting_class1:2022-02-18_13_00_52_013#v1,Casting_class1,2022-02-18_13_00_52_013,2022-02-18T13:00:52.013,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_c63addb2481dec8c,Casting_class1/train/good/2022-02-18_13_00_52_013_1_2.jpg,2026-06-26T12:48:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_73cf134a5851,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_ceeba98224cb,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,86,2026-06-26T12:50:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,5,IQA-PIECEB-FULL-L003-P005-V2,piece_event_73cf134a5851,Casting_class1:2022-02-18_13_00_52_013#v2,Casting_class1,2022-02-18_13_00_52_013,2022-02-18T13:00:52.013,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_bddc6df8579ed613,Casting_class1/train/good/2022-02-18_13_00_52_013_1_3.jpg,2026-06-26T12:50:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_73cf134a5851,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_61b5618fbc6b,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,87,2026-06-26T12:52:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,5,IQA-PIECEB-FULL-L003-P005-V3,piece_event_73cf134a5851,Casting_class1:2022-02-18_13_00_52_013#v3,Casting_class1,2022-02-18_13_00_52_013,2022-02-18T13:00:52.013,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_a9ffe4d6bb3d72a8,Casting_class1/train/good/2022-02-18_13_00_52_013_2_3.jpg,2026-06-26T12:52:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_73cf134a5851,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_9ef4a8828107,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,88,2026-06-26T12:54:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,6,IQA-PIECEB-FULL-L003-P006-V1,piece_event_0921c384a047,Casting_class1:2022-02-18_13_04_31_437#v1,Casting_class1,2022-02-18_13_04_31_437,2022-02-18T13:04:31.437,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_5caf2e5dc5371b0d,Casting_class1/train/good/2022-02-18_13_04_31_437_1_2.jpg,2026-06-26T12:54:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0921c384a047,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_4a815d8cf70d,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,89,2026-06-26T12:56:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,6,IQA-PIECEB-FULL-L003-P006-V2,piece_event_0921c384a047,Casting_class1:2022-02-18_13_04_31_437#v2,Casting_class1,2022-02-18_13_04_31_437,2022-02-18T13:04:31.437,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_1b262632e6c021ef,Casting_class1/train/good/2022-02-18_13_04_31_437_1_3.jpg,2026-06-26T12:56:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0921c384a047,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_483aeba60a4e,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,90,2026-06-26T12:58:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,6,IQA-PIECEB-FULL-L003-P006-V3,piece_event_0921c384a047,Casting_class1:2022-02-18_13_04_31_437#v3,Casting_class1,2022-02-18_13_04_31_437,2022-02-18T13:04:31.437,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_9a6474e951e98603,Casting_class1/train/good/2022-02-18_13_04_31_437_2_3.jpg,2026-06-26T12:58:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0921c384a047,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_100fe82c7ac6,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,91,2026-06-26T13:00:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,7,IQA-PIECEB-FULL-L003-P007-V1,piece_event_63fb7339a9e1,Casting_class1:2022-02-18_13_08_20_816#v1,Casting_class1,2022-02-18_13_08_20_816,2022-02-18T13:08:20.816,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_47133c02bfdf1961,Casting_class1/train/good/2022-02-18_13_08_20_816_1_2.jpg,2026-06-26T13:00:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_63fb7339a9e1,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_9c1b5148891b,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,92,2026-06-26T13:02:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,7,IQA-PIECEB-FULL-L003-P007-V2,piece_event_63fb7339a9e1,Casting_class1:2022-02-18_13_08_20_816#v2,Casting_class1,2022-02-18_13_08_20_816,2022-02-18T13:08:20.816,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_f2ecce18109620ac,Casting_class1/train/good/2022-02-18_13_08_20_816_1_3.jpg,2026-06-26T13:02:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_63fb7339a9e1,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_641e8b5fa019,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,93,2026-06-26T13:04:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,7,IQA-PIECEB-FULL-L003-P007-V3,piece_event_63fb7339a9e1,Casting_class1:2022-02-18_13_08_20_816#v3,Casting_class1,2022-02-18_13_08_20_816,2022-02-18T13:08:20.816,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_cf74d7a42013556c,Casting_class1/train/good/2022-02-18_13_08_20_816_2_3.jpg,2026-06-26T13:04:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_63fb7339a9e1,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_fbc5a518ce5c,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,94,2026-06-26T13:06:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,8,IQA-PIECEB-FULL-L003-P008-V1,piece_event_b9f8e3802146,Casting_class1:2022-02-18_13_12_22_165#v1,Casting_class1,2022-02-18_13_12_22_165,2022-02-18T13:12:22.165,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_27483f26e09719c5,Casting_class1/train/good/2022-02-18_13_12_22_165_1_2.jpg,2026-06-26T13:06:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_b9f8e3802146,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_77dd0c62ff1f,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,95,2026-06-26T13:08:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,8,IQA-PIECEB-FULL-L003-P008-V2,piece_event_b9f8e3802146,Casting_class1:2022-02-18_13_12_22_165#v2,Casting_class1,2022-02-18_13_12_22_165,2022-02-18T13:12:22.165,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_d8cde17ce700eb8c,Casting_class1/train/good/2022-02-18_13_12_22_165_1_3.jpg,2026-06-26T13:08:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_b9f8e3802146,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_2acfb8708e98,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,96,2026-06-26T13:10:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,8,IQA-PIECEB-FULL-L003-P008-V3,piece_event_b9f8e3802146,Casting_class1:2022-02-18_13_12_22_165#v3,Casting_class1,2022-02-18_13_12_22_165,2022-02-18T13:12:22.165,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_c0a49c5aeaf83f47,Casting_class1/train/good/2022-02-18_13_12_22_165_2_3.jpg,2026-06-26T13:10:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_b9f8e3802146,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_7cb08012dce5,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,97,2026-06-26T13:12:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,9,IQA-PIECEB-FULL-L003-P009-V1,piece_event_dcc53c2167fc,Casting_class1:2022-02-18_13_15_59_098#v1,Casting_class1,2022-02-18_13_15_59_098,2022-02-18T13:15:59.098,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_153428d0518c0941,Casting_class1/train/good/2022-02-18_13_15_59_098_1_2.jpg,2026-06-26T13:12:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_dcc53c2167fc,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_e7025f72f749,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,98,2026-06-26T13:14:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L003,9,IQA-PIECEB-FULL-L003-P009-V2,piece_event_dcc53c2167fc,Casting_class1:2022-02-18_13_15_59_098#v2,Casting_class1,2022-02-18_13_15_59_098,2022-02-18T13:15:59.098,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_2f3fa337c82af0de,Casting_class1/train/good/2022-02-18_13_15_59_098_1_3.jpg,2026-06-26T13:14:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_dcc53c2167fc,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
