event_id,event_key,source_class,group_key,source_timestamp,source_date,source_time,split_set,label,is_defective,n_images,source_classes,view_pairs,has_mask,image_ids,relative_paths,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version
piece_event_833d0d3e7821,Casting_class2:2022-02-16_09_40_39_157,Casting_class2,2022-02-16_09_40_39_157,2022-02-16T09:40:39.157,2022-02-16,09:40:39.157,train,good,False,2,Casting_class2,Casting_class2:1_1|Casting_class2:1_2,False,iqa_casting_365b33706d04d31f|iqa_casting_c2179eff99a76db9,Casting_class2/train/good/2022-02-16_09_40_39_157_1_1.jpg|Casting_class2/train/good/2022-02-16_09_40_39_157_1_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_833d0d3e7821,hss_iad_casting_raw_v1,,,
piece_event_e044c1f5e5a5,Casting_class2:2022-02-16_09_41_32_790,Casting_class2,2022-02-16_09_41_32_790,2022-02-16T09:41:32.790,2022-02-16,09:41:32.790,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_12e8373fcc6bff64|iqa_casting_ce3e8ce9eb797c99|iqa_casting_29f1c036d02de76d,Casting_class2/train/good/2022-02-16_09_41_32_790_1_1.jpg|Casting_class2/train/good/2022-02-16_09_41_32_790_1_2.jpg|Casting_class2/train/good/2022-02-16_09_41_32_790_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_e044c1f5e5a5,hss_iad_casting_raw_v1,,,
piece_event_0736920cd0d7,Casting_class2:2022-02-16_09_52_15_587,Casting_class2,2022-02-16_09_52_15_587,2022-02-16T09:52:15.587,2022-02-16,09:52:15.587,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_d89a1a98cffed0ec|iqa_casting_416929ba4daf3d23|iqa_casting_07c6debd715bbdcd,Casting_class2/train/good/2022-02-16_09_52_15_587_1_1.jpg|Casting_class2/train/good/2022-02-16_09_52_15_587_1_2.jpg|Casting_class2/train/good/2022-02-16_09_52_15_587_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_0736920cd0d7,hss_iad_casting_raw_v1,,,
piece_event_421f53a8cc9f,Casting_class2:2022-02-16_09_54_40_190,Casting_class2,2022-02-16_09_54_40_190,2022-02-16T09:54:40.190,2022-02-16,09:54:40.190,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_b69c5ab28c574a63|iqa_casting_0eafd3a004cfeef4|iqa_casting_649664dbeda18a53,Casting_class2/train/good/2022-02-16_09_54_40_190_1_1.jpg|Casting_class2/train/good/2022-02-16_09_54_40_190_1_2.jpg|Casting_class2/train/good/2022-02-16_09_54_40_190_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_421f53a8cc9f,hss_iad_casting_raw_v1,,,
piece_event_e7efa0e6f1ab,Casting_class2:2022-02-16_09_57_31_728,Casting_class2,2022-02-16_09_57_31_728,2022-02-16T09:57:31.728,2022-02-16,09:57:31.728,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_1c0a62d5400c4537|iqa_casting_8936757d1a1902dd|iqa_casting_a057399f374e3022,Casting_class2/train/good/2022-02-16_09_57_31_728_1_1.jpg|Casting_class2/train/good/2022-02-16_09_57_31_728_1_2.jpg|Casting_class2/train/good/2022-02-16_09_57_31_728_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_e7efa0e6f1ab,hss_iad_casting_raw_v1,,,
piece_event_368530a2c3e2,Casting_class2:2022-02-16_10_06_15_123,Casting_class2,2022-02-16_10_06_15_123,2022-02-16T10:06:15.123,2022-02-16,10:06:15.123,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_797089d1309aee45|iqa_casting_8b22ba08ebf982d3|iqa_casting_91bd93c07c139f4d,Casting_class2/train/good/2022-02-16_10_06_15_123_1_1.jpg|Casting_class2/train/good/2022-02-16_10_06_15_123_1_2.jpg|Casting_class2/train/good/2022-02-16_10_06_15_123_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_368530a2c3e2,hss_iad_casting_raw_v1,,,
piece_event_a4c3b2e85196,Casting_class2:2022-02-16_10_09_30_989,Casting_class2,2022-02-16_10_09_30_989,2022-02-16T10:09:30.989,2022-02-16,10:09:30.989,train,good,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_1,False,iqa_casting_14a9b31a1f0edf74|iqa_casting_22c580db61d2a9c4,Casting_class2/train/good/2022-02-16_10_09_30_989_1_2.jpg|Casting_class2/train/good/2022-02-16_10_09_30_989_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a4c3b2e85196,hss_iad_casting_raw_v1,,,
piece_event_442faf5614e3,Casting_class2:2022-02-16_10_12_58_351,Casting_class2,2022-02-16_10_12_58_351,2022-02-16T10:12:58.351,2022-02-16,10:12:58.351,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_a5074d8813f614df|iqa_casting_4db37cca1eb9cb80|iqa_casting_b5a3b2a71414f759,Casting_class2/train/good/2022-02-16_10_12_58_351_1_1.jpg|Casting_class2/train/good/2022-02-16_10_12_58_351_1_2.jpg|Casting_class2/train/good/2022-02-16_10_12_58_351_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_442faf5614e3,hss_iad_casting_raw_v1,,,
piece_event_b3590e3c4f62,Casting_class2:2022-02-16_10_14_44_045,Casting_class2,2022-02-16_10_14_44_045,2022-02-16T10:14:44.045,2022-02-16,10:14:44.045,train,good,False,1,Casting_class2,Casting_class2:2_1,False,iqa_casting_bb81909183c3842f,Casting_class2/train/good/2022-02-16_10_14_44_045_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_b3590e3c4f62,hss_iad_casting_raw_v1,,,
piece_event_97e2d1324046,Casting_class2:2022-02-16_10_24_05_634,Casting_class2,2022-02-16_10_24_05_634,2022-02-16T10:24:05.634,2022-02-16,10:24:05.634,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_2e896413962dd314|iqa_casting_a65a23b0f97e579d|iqa_casting_82e5caec83d6c6f7,Casting_class2/train/good/2022-02-16_10_24_05_634_1_1.jpg|Casting_class2/train/good/2022-02-16_10_24_05_634_1_2.jpg|Casting_class2/train/good/2022-02-16_10_24_05_634_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_97e2d1324046,hss_iad_casting_raw_v1,,,
piece_event_d380da9ef105,Casting_class2:2022-02-16_10_26_08_177,Casting_class2,2022-02-16_10_26_08_177,2022-02-16T10:26:08.177,2022-02-16,10:26:08.177,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_294ef1bdaf2cab6a|iqa_casting_96374a8916ea49ea|iqa_casting_b0be29822df51945,Casting_class2/train/good/2022-02-16_10_26_08_177_1_1.jpg|Casting_class2/train/good/2022-02-16_10_26_08_177_1_2.jpg|Casting_class2/train/good/2022-02-16_10_26_08_177_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_d380da9ef105,hss_iad_casting_raw_v1,,,
piece_event_d04206c0e11e,Casting_class2:2022-02-16_10_27_37_653,Casting_class2,2022-02-16_10_27_37_653,2022-02-16T10:27:37.653,2022-02-16,10:27:37.653,train,good,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_2,False,iqa_casting_362e5dc84b4ff634|iqa_casting_e440f487e7cf0a47,Casting_class2/train/good/2022-02-16_10_27_37_653_1_2.jpg|Casting_class2/train/good/2022-02-16_10_27_37_653_2_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_d04206c0e11e,hss_iad_casting_raw_v1,,,
piece_event_92b4f103c97f,Casting_class2:2022-02-16_10_28_20_118,Casting_class2,2022-02-16_10_28_20_118,2022-02-16T10:28:20.118,2022-02-16,10:28:20.118,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_215ea31dc31176d5|iqa_casting_aceafde7f0817c05|iqa_casting_8feecd155e66904f,Casting_class2/train/good/2022-02-16_10_28_20_118_1_1.jpg|Casting_class2/train/good/2022-02-16_10_28_20_118_1_2.jpg|Casting_class2/train/good/2022-02-16_10_28_20_118_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_92b4f103c97f,hss_iad_casting_raw_v1,,,
piece_event_48fbf8d0f0b1,Casting_class2:2022-02-16_10_32_01_429,Casting_class2,2022-02-16_10_32_01_429,2022-02-16T10:32:01.429,2022-02-16,10:32:01.429,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:2_1,False,iqa_casting_901f34e283bb6a2a|iqa_casting_de4cc3d454a0f9f1|iqa_casting_09d074783c42c363,Casting_class2/train/good/2022-02-16_10_32_01_429_1_1.jpg|Casting_class2/train/good/2022-02-16_10_32_01_429_1_2.jpg|Casting_class2/train/good/2022-02-16_10_32_01_429_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_48fbf8d0f0b1,hss_iad_casting_raw_v1,,,
piece_event_9406580b1192,Casting_class2:2022-02-16_10_32_40_627,Casting_class2,2022-02-16_10_32_40_627,2022-02-16T10:32:40.627,2022-02-16,10:32:40.627,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_f329af9098f93968|iqa_casting_95bdc3db006902c6|iqa_casting_4c6124e16896a581,Casting_class2/train/good/2022-02-16_10_32_40_627_1_1.jpg|Casting_class2/train/good/2022-02-16_10_32_40_627_1_2.jpg|Casting_class2/train/good/2022-02-16_10_32_40_627_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_9406580b1192,hss_iad_casting_raw_v1,,,
piece_event_8556b4382c70,Casting_class2:2022-02-16_10_36_25_167,Casting_class2,2022-02-16_10_36_25_167,2022-02-16T10:36:25.167,2022-02-16,10:36:25.167,train,good,False,2,Casting_class2,Casting_class2:1_1|Casting_class2:1_2,False,iqa_casting_9b08b2e96317a265|iqa_casting_06151374b2b75771,Casting_class2/train/good/2022-02-16_10_36_25_167_1_1.jpg|Casting_class2/train/good/2022-02-16_10_36_25_167_1_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_8556b4382c70,hss_iad_casting_raw_v1,,,
piece_event_2c08f20560fe,Casting_class2:2022-02-16_10_39_51_363,Casting_class2,2022-02-16_10_39_51_363,2022-02-16T10:39:51.363,2022-02-16,10:39:51.363,train,good,False,1,Casting_class2,Casting_class2:1_2,False,iqa_casting_2ebbee25b1922236,Casting_class2/train/good/2022-02-16_10_39_51_363_1_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_2c08f20560fe,hss_iad_casting_raw_v1,,,
piece_event_01567b0d0c53,Casting_class2:2022-02-16_10_40_37_701,Casting_class2,2022-02-16_10_40_37_701,2022-02-16T10:40:37.701,2022-02-16,10:40:37.701,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_d06d1889f34eb371|iqa_casting_344b08b0026b5a65|iqa_casting_7b859c458062d76f,Casting_class2/train/good/2022-02-16_10_40_37_701_1_1.jpg|Casting_class2/train/good/2022-02-16_10_40_37_701_1_2.jpg|Casting_class2/train/good/2022-02-16_10_40_37_701_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_01567b0d0c53,hss_iad_casting_raw_v1,,,
piece_event_c1db027a66f4,Casting_class2:2022-02-16_10_44_46_481,Casting_class2,2022-02-16_10_44_46_481,2022-02-16T10:44:46.481,2022-02-16,10:44:46.481,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_42442c2278645204|iqa_casting_59e952d5a7a411b8|iqa_casting_99561cc9d50a83b7,Casting_class2/train/good/2022-02-16_10_44_46_481_1_1.jpg|Casting_class2/train/good/2022-02-16_10_44_46_481_1_2.jpg|Casting_class2/train/good/2022-02-16_10_44_46_481_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_c1db027a66f4,hss_iad_casting_raw_v1,,,
piece_event_5b0476d95cf1,Casting_class2:2022-02-16_10_48_10_907,Casting_class2,2022-02-16_10_48_10_907,2022-02-16T10:48:10.907,2022-02-16,10:48:10.907,train,good,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_1,False,iqa_casting_9da3f4385e9b8596|iqa_casting_aa00ac58d2b27ba2,Casting_class2/train/good/2022-02-16_10_48_10_907_1_2.jpg|Casting_class2/train/good/2022-02-16_10_48_10_907_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_5b0476d95cf1,hss_iad_casting_raw_v1,,,
piece_event_e696b9a39b7b,Casting_class2:2022-02-16_10_48_51_686,Casting_class2,2022-02-16_10_48_51_686,2022-02-16T10:48:51.686,2022-02-16,10:48:51.686,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_168fe718624c44ad|iqa_casting_4723b637864c88a3|iqa_casting_24ac2b3d3006c26b,Casting_class2/train/good/2022-02-16_10_48_51_686_1_1.jpg|Casting_class2/train/good/2022-02-16_10_48_51_686_1_2.jpg|Casting_class2/train/good/2022-02-16_10_48_51_686_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_e696b9a39b7b,hss_iad_casting_raw_v1,,,
piece_event_c2d45f5f8a9b,Casting_class2:2022-02-16_10_53_04_241,Casting_class2,2022-02-16_10_53_04_241,2022-02-16T10:53:04.241,2022-02-16,10:53:04.241,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_794ef05e98f5dd48|iqa_casting_a5dbf99baffbb38b|iqa_casting_c200c34918517366,Casting_class2/train/good/2022-02-16_10_53_04_241_1_1.jpg|Casting_class2/train/good/2022-02-16_10_53_04_241_1_2.jpg|Casting_class2/train/good/2022-02-16_10_53_04_241_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_c2d45f5f8a9b,hss_iad_casting_raw_v1,,,
piece_event_7d08810bb373,Casting_class2:2022-02-16_10_57_27_193,Casting_class2,2022-02-16_10_57_27_193,2022-02-16T10:57:27.193,2022-02-16,10:57:27.193,train,good,False,3,Casting_class2,Casting_class2:1_2|Casting_class2:2_1|Casting_class2:2_2,False,iqa_casting_ca6abaf324dec461|iqa_casting_eee8c70d61b94cdd|iqa_casting_0e6f3ea330b95037,Casting_class2/train/good/2022-02-16_10_57_27_193_1_2.jpg|Casting_class2/train/good/2022-02-16_10_57_27_193_2_1.jpg|Casting_class2/train/good/2022-02-16_10_57_27_193_2_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_7d08810bb373,hss_iad_casting_raw_v1,,,
piece_event_7544875b30b0,Casting_class2:2022-02-16_10_58_12_139,Casting_class2,2022-02-16_10_58_12_139,2022-02-16T10:58:12.139,2022-02-16,10:58:12.139,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_8d32366588df8c29|iqa_casting_bcef33b8c5d3305a|iqa_casting_68c4000c80f0f594,Casting_class2/train/good/2022-02-16_10_58_12_139_1_1.jpg|Casting_class2/train/good/2022-02-16_10_58_12_139_1_2.jpg|Casting_class2/train/good/2022-02-16_10_58_12_139_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_7544875b30b0,hss_iad_casting_raw_v1,,,
piece_event_ea1eda39b9be,Casting_class2:2022-02-16_13_08_56_626,Casting_class2,2022-02-16_13_08_56_626,2022-02-16T13:08:56.626,2022-02-16,13:08:56.626,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_0872bc15a49d9448|iqa_casting_6e226f23e9f845f4|iqa_casting_9cc2b23a9a9375f7,Casting_class2/train/good/2022-02-16_13_08_56_626_1_1.jpg|Casting_class2/train/good/2022-02-16_13_08_56_626_1_2.jpg|Casting_class2/train/good/2022-02-16_13_08_56_626_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_ea1eda39b9be,hss_iad_casting_raw_v1,,,
piece_event_a1f5a8c131c4,Casting_class2:2022-02-16_13_11_57_863,Casting_class2,2022-02-16_13_11_57_863,2022-02-16T13:11:57.863,2022-02-16,13:11:57.863,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_5b4718133209d012|iqa_casting_01e7903fb6eeca22|iqa_casting_71f36693f2dcee82,Casting_class2/train/good/2022-02-16_13_11_57_863_1_1.jpg|Casting_class2/train/good/2022-02-16_13_11_57_863_1_2.jpg|Casting_class2/train/good/2022-02-16_13_11_57_863_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a1f5a8c131c4,hss_iad_casting_raw_v1,,,
piece_event_addcad290a10,Casting_class2:2022-02-16_13_14_37_441,Casting_class2,2022-02-16_13_14_37_441,2022-02-16T13:14:37.441,2022-02-16,13:14:37.441,train,good,False,2,Casting_class2,Casting_class2:1_1|Casting_class2:1_3,False,iqa_casting_3de07b8ba5d900f1|iqa_casting_8c8df747b93ed7df,Casting_class2/train/good/2022-02-16_13_14_37_441_1_1.jpg|Casting_class2/train/good/2022-02-16_13_14_37_441_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_addcad290a10,hss_iad_casting_raw_v1,,,
piece_event_236e48f3b410,Casting_class2:2022-02-16_13_29_46_711,Casting_class2,2022-02-16_13_29_46_711,2022-02-16T13:29:46.711,2022-02-16,13:29:46.711,train,good,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_1,False,iqa_casting_0928fbc1195d2da3|iqa_casting_bcbe47500e7a8292,Casting_class2/train/good/2022-02-16_13_29_46_711_1_2.jpg|Casting_class2/train/good/2022-02-16_13_29_46_711_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_236e48f3b410,hss_iad_casting_raw_v1,,,
piece_event_7d08fa89c100,Casting_class2:2022-02-16_13_30_27_989,Casting_class2,2022-02-16_13_30_27_989,2022-02-16T13:30:27.989,2022-02-16,13:30:27.989,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_fd1003fff793b6ae|iqa_casting_ccc90149b0417bd0|iqa_casting_c9abb6317da5b1e3,Casting_class2/train/good/2022-02-16_13_30_27_989_1_1.jpg|Casting_class2/train/good/2022-02-16_13_30_27_989_1_2.jpg|Casting_class2/train/good/2022-02-16_13_30_27_989_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_7d08fa89c100,hss_iad_casting_raw_v1,,,
piece_event_f08c5886baa0,Casting_class2:2022-02-16_13_34_48_249,Casting_class2,2022-02-16_13_34_48_249,2022-02-16T13:34:48.249,2022-02-16,13:34:48.249,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_c1f36986201819e0|iqa_casting_8c74fcb6d3825e7c|iqa_casting_894c2c0ba5129b68,Casting_class2/train/good/2022-02-16_13_34_48_249_1_1.jpg|Casting_class2/train/good/2022-02-16_13_34_48_249_1_2.jpg|Casting_class2/train/good/2022-02-16_13_34_48_249_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_f08c5886baa0,hss_iad_casting_raw_v1,,,
piece_event_b42260dc5531,Casting_class2:2022-02-16_13_37_31_546,Casting_class2,2022-02-16_13_37_31_546,2022-02-16T13:37:31.546,2022-02-16,13:37:31.546,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_c46ed6427335a526|iqa_casting_e794d5ebbf212b9f|iqa_casting_ad05db3f4c849dfd,Casting_class2/train/good/2022-02-16_13_37_31_546_1_1.jpg|Casting_class2/train/good/2022-02-16_13_37_31_546_1_2.jpg|Casting_class2/train/good/2022-02-16_13_37_31_546_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_b42260dc5531,hss_iad_casting_raw_v1,,,
piece_event_a246449e060f,Casting_class2:2022-02-16_13_41_51_905,Casting_class2,2022-02-16_13_41_51_905,2022-02-16T13:41:51.905,2022-02-16,13:41:51.905,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_b53e730018d3c217|iqa_casting_32934120fb3f822b|iqa_casting_da0cf0e6bb8eedce,Casting_class2/train/good/2022-02-16_13_41_51_905_1_1.jpg|Casting_class2/train/good/2022-02-16_13_41_51_905_1_2.jpg|Casting_class2/train/good/2022-02-16_13_41_51_905_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a246449e060f,hss_iad_casting_raw_v1,,,
piece_event_70e3b7d1e799,Casting_class2:2022-02-16_13_44_54_563,Casting_class2,2022-02-16_13_44_54_563,2022-02-16T13:44:54.563,2022-02-16,13:44:54.563,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_e0ada401915dbe5d|iqa_casting_89425aafdbbee68d|iqa_casting_b2f7f2bfaa2c184f,Casting_class2/train/good/2022-02-16_13_44_54_563_1_1.jpg|Casting_class2/train/good/2022-02-16_13_44_54_563_1_2.jpg|Casting_class2/train/good/2022-02-16_13_44_54_563_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_70e3b7d1e799,hss_iad_casting_raw_v1,,,
piece_event_4fe887a3b327,Casting_class2:2022-02-16_13_58_16_860,Casting_class2,2022-02-16_13_58_16_860,2022-02-16T13:58:16.860,2022-02-16,13:58:16.860,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_575aed0e436f07ab|iqa_casting_72fd7f62b6d0fac8|iqa_casting_8ed5f2225ec0e461,Casting_class2/train/good/2022-02-16_13_58_16_860_1_1.jpg|Casting_class2/train/good/2022-02-16_13_58_16_860_1_2.jpg|Casting_class2/train/good/2022-02-16_13_58_16_860_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4fe887a3b327,hss_iad_casting_raw_v1,,,
piece_event_4043f302bffc,Casting_class2:2022-02-16_14_02_11_445,Casting_class2,2022-02-16_14_02_11_445,2022-02-16T14:02:11.445,2022-02-16,14:02:11.445,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_27a3a310276d5db7|iqa_casting_2bc1489e253c453c|iqa_casting_3de6d3d9e3bc8a2a,Casting_class2/train/good/2022-02-16_14_02_11_445_1_1.jpg|Casting_class2/train/good/2022-02-16_14_02_11_445_1_2.jpg|Casting_class2/train/good/2022-02-16_14_02_11_445_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4043f302bffc,hss_iad_casting_raw_v1,,,
piece_event_124f06635af0,Casting_class2:2022-02-16_14_04_00_415,Casting_class2,2022-02-16_14_04_00_415,2022-02-16T14:04:00.415,2022-02-16,14:04:00.415,train,good,False,1,Casting_class2,Casting_class2:2_2,False,iqa_casting_ee8e371abbd0ea78,Casting_class2/train/good/2022-02-16_14_04_00_415_2_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_124f06635af0,hss_iad_casting_raw_v1,,,
piece_event_7a720e038831,Casting_class2:2022-02-16_14_04_38_185,Casting_class2,2022-02-16_14_04_38_185,2022-02-16T14:04:38.185,2022-02-16,14:04:38.185,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_0e4e3fff3a6b8b81|iqa_casting_42541c8bd78dfb1c|iqa_casting_4c1b94915156db11,Casting_class2/train/good/2022-02-16_14_04_38_185_1_1.jpg|Casting_class2/train/good/2022-02-16_14_04_38_185_1_2.jpg|Casting_class2/train/good/2022-02-16_14_04_38_185_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_7a720e038831,hss_iad_casting_raw_v1,,,
piece_event_d8fa51a234e3,Casting_class2:2022-02-16_14_09_31_201,Casting_class2,2022-02-16_14_09_31_201,2022-02-16T14:09:31.201,2022-02-16,14:09:31.201,train,good,False,1,Casting_class2,Casting_class2:2_1,False,iqa_casting_18303dc4475d1228,Casting_class2/train/good/2022-02-16_14_09_31_201_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_d8fa51a234e3,hss_iad_casting_raw_v1,,,
piece_event_f32e9e02590f,Casting_class2:2022-02-16_14_10_13_214,Casting_class2,2022-02-16_14_10_13_214,2022-02-16T14:10:13.214,2022-02-16,14:10:13.214,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_9a78fbc51e08581f|iqa_casting_d9a5e5498be6b671|iqa_casting_373d62f5a8d7e788,Casting_class2/train/good/2022-02-16_14_10_13_214_1_1.jpg|Casting_class2/train/good/2022-02-16_14_10_13_214_1_2.jpg|Casting_class2/train/good/2022-02-16_14_10_13_214_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_f32e9e02590f,hss_iad_casting_raw_v1,,,
piece_event_34ed462aad75,Casting_class2:2022-02-16_14_12_08_790,Casting_class2,2022-02-16_14_12_08_790,2022-02-16T14:12:08.790,2022-02-16,14:12:08.790,train,good,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_2,False,iqa_casting_109679c70f298189|iqa_casting_8a2a9335124d3aa4,Casting_class2/train/good/2022-02-16_14_12_08_790_1_2.jpg|Casting_class2/train/good/2022-02-16_14_12_08_790_2_2.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_34ed462aad75,hss_iad_casting_raw_v1,,,
piece_event_809a12d59d65,Casting_class2:2022-02-16_14_12_53_405,Casting_class2,2022-02-16_14_12_53_405,2022-02-16T14:12:53.405,2022-02-16,14:12:53.405,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_c049bf4e5b66e632|iqa_casting_ad928c59f5f2ae9c|iqa_casting_4e6ca223381e2c42,Casting_class2/train/good/2022-02-16_14_12_53_405_1_1.jpg|Casting_class2/train/good/2022-02-16_14_12_53_405_1_2.jpg|Casting_class2/train/good/2022-02-16_14_12_53_405_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_809a12d59d65,hss_iad_casting_raw_v1,,,
piece_event_d7ade98736d1,Casting_class2:2022-02-16_14_15_17_916,Casting_class2,2022-02-16_14_15_17_916,2022-02-16T14:15:17.916,2022-02-16,14:15:17.916,train,good,False,1,Casting_class2,Casting_class2:2_1,False,iqa_casting_da542d4b0c66f0cd,Casting_class2/train/good/2022-02-16_14_15_17_916_2_1.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_d7ade98736d1,hss_iad_casting_raw_v1,,,
