simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version
sim_event_9147e1bf5b33,production_replay_natural,production,natural_replay_v002,True,95,2026-06-15T20:55:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,24,IQA-20260615-L005-P024,piece_event_b42260dc5531,Casting_class2:2022-02-16_13_37_31_546,Casting_class2,2022-02-16_13_37_31_546,2022-02-16T13:37:31.546,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_c46ed6427335a526|iqa_casting_e794d5ebbf212b9f|iqa_casting_ad05db3f4c849dfd,Casting_class2/train/good/2022-02-16_13_37_31_546_1_1.jpg|Casting_class2/train/good/2022-02-16_13_37_31_546_1_2.jpg|Casting_class2/train/good/2022-02-16_13_37_31_546_1_3.jpg,2026-06-15T20:55:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_9147e1bf5b33,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_70d6aa95e930,production_replay_natural,production,natural_replay_v002,True,96,2026-06-15T21:00:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,25,IQA-20260615-L005-P025,piece_event_a246449e060f,Casting_class2:2022-02-16_13_41_51_905,Casting_class2,2022-02-16_13_41_51_905,2022-02-16T13:41:51.905,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_b53e730018d3c217|iqa_casting_32934120fb3f822b|iqa_casting_da0cf0e6bb8eedce,Casting_class2/train/good/2022-02-16_13_41_51_905_1_1.jpg|Casting_class2/train/good/2022-02-16_13_41_51_905_1_2.jpg|Casting_class2/train/good/2022-02-16_13_41_51_905_1_3.jpg,2026-06-15T21:00:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_70d6aa95e930,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_508a200a2f02,production_replay_natural,production,natural_replay_v002,True,97,2026-06-15T21:05:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,26,IQA-20260615-L005-P026,piece_event_70e3b7d1e799,Casting_class2:2022-02-16_13_44_54_563,Casting_class2,2022-02-16_13_44_54_563,2022-02-16T13:44:54.563,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_e0ada401915dbe5d|iqa_casting_89425aafdbbee68d|iqa_casting_b2f7f2bfaa2c184f,Casting_class2/train/good/2022-02-16_13_44_54_563_1_1.jpg|Casting_class2/train/good/2022-02-16_13_44_54_563_1_2.jpg|Casting_class2/train/good/2022-02-16_13_44_54_563_1_3.jpg,2026-06-15T21:05:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_508a200a2f02,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_13a6c902d6c5,production_replay_natural,production,natural_replay_v002,True,98,2026-06-15T21:10:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,27,IQA-20260615-L005-P027,piece_event_4fe887a3b327,Casting_class2:2022-02-16_13_58_16_860,Casting_class2,2022-02-16_13_58_16_860,2022-02-16T13:58:16.860,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_575aed0e436f07ab|iqa_casting_72fd7f62b6d0fac8|iqa_casting_8ed5f2225ec0e461,Casting_class2/train/good/2022-02-16_13_58_16_860_1_1.jpg|Casting_class2/train/good/2022-02-16_13_58_16_860_1_2.jpg|Casting_class2/train/good/2022-02-16_13_58_16_860_1_3.jpg,2026-06-15T21:10:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_13a6c902d6c5,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_d01c7207a488,production_replay_natural,production,natural_replay_v002,True,99,2026-06-15T21:15:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,28,IQA-20260615-L005-P028,piece_event_4043f302bffc,Casting_class2:2022-02-16_14_02_11_445,Casting_class2,2022-02-16_14_02_11_445,2022-02-16T14:02:11.445,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_27a3a310276d5db7|iqa_casting_2bc1489e253c453c|iqa_casting_3de6d3d9e3bc8a2a,Casting_class2/train/good/2022-02-16_14_02_11_445_1_1.jpg|Casting_class2/train/good/2022-02-16_14_02_11_445_1_2.jpg|Casting_class2/train/good/2022-02-16_14_02_11_445_1_3.jpg,2026-06-15T21:15:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_d01c7207a488,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_33ccfe3edc89,production_replay_natural,production,natural_replay_v002,True,100,2026-06-15T21:20:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L005,29,IQA-20260615-L005-P029,piece_event_124f06635af0,Casting_class2:2022-02-16_14_04_00_415,Casting_class2,2022-02-16_14_04_00_415,2022-02-16T14:04:00.415,good,False,False,1,Casting_class2,Casting_class2:2_2,iqa_casting_ee8e371abbd0ea78,Casting_class2/train/good/2022-02-16_14_04_00_415_2_2.jpg,2026-06-15T21:20:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_33ccfe3edc89,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_5ef622ce2f58,production_replay_natural,production,natural_replay_v002,True,101,2026-06-15T21:30:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,1,IQA-20260615-L006-P001,piece_event_d8fa51a234e3,Casting_class2:2022-02-16_14_09_31_201,Casting_class2,2022-02-16_14_09_31_201,2022-02-16T14:09:31.201,good,False,False,1,Casting_class2,Casting_class2:2_1,iqa_casting_18303dc4475d1228,Casting_class2/train/good/2022-02-16_14_09_31_201_2_1.jpg,2026-06-15T21:30:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_5ef622ce2f58,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_d0b28e9a1d80,production_replay_natural,production,natural_replay_v002,True,102,2026-06-15T21:35:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,2,IQA-20260615-L006-P002,piece_event_f32e9e02590f,Casting_class2:2022-02-16_14_10_13_214,Casting_class2,2022-02-16_14_10_13_214,2022-02-16T14:10:13.214,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_9a78fbc51e08581f|iqa_casting_d9a5e5498be6b671|iqa_casting_373d62f5a8d7e788,Casting_class2/train/good/2022-02-16_14_10_13_214_1_1.jpg|Casting_class2/train/good/2022-02-16_14_10_13_214_1_2.jpg|Casting_class2/train/good/2022-02-16_14_10_13_214_1_3.jpg,2026-06-15T21:35:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_d0b28e9a1d80,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_dd2ffb6a1310,production_replay_natural,production,natural_replay_v002,True,103,2026-06-15T21:40:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,3,IQA-20260615-L006-P003,piece_event_34ed462aad75,Casting_class2:2022-02-16_14_12_08_790,Casting_class2,2022-02-16_14_12_08_790,2022-02-16T14:12:08.790,good,False,False,2,Casting_class2,Casting_class2:1_2|Casting_class2:2_2,iqa_casting_109679c70f298189|iqa_casting_8a2a9335124d3aa4,Casting_class2/train/good/2022-02-16_14_12_08_790_1_2.jpg|Casting_class2/train/good/2022-02-16_14_12_08_790_2_2.jpg,2026-06-15T21:40:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_dd2ffb6a1310,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_ca300cca1592,production_replay_natural,production,natural_replay_v002,True,104,2026-06-15T21:45:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,4,IQA-20260615-L006-P004,piece_event_809a12d59d65,Casting_class2:2022-02-16_14_12_53_405,Casting_class2,2022-02-16_14_12_53_405,2022-02-16T14:12:53.405,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_c049bf4e5b66e632|iqa_casting_ad928c59f5f2ae9c|iqa_casting_4e6ca223381e2c42,Casting_class2/train/good/2022-02-16_14_12_53_405_1_1.jpg|Casting_class2/train/good/2022-02-16_14_12_53_405_1_2.jpg|Casting_class2/train/good/2022-02-16_14_12_53_405_1_3.jpg,2026-06-15T21:45:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_ca300cca1592,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_08a038867818,production_replay_natural,production,natural_replay_v002,True,105,2026-06-15T21:50:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,5,IQA-20260615-L006-P005,piece_event_d7ade98736d1,Casting_class2:2022-02-16_14_15_17_916,Casting_class2,2022-02-16_14_15_17_916,2022-02-16T14:15:17.916,good,False,False,1,Casting_class2,Casting_class2:2_1,iqa_casting_da542d4b0c66f0cd,Casting_class2/train/good/2022-02-16_14_15_17_916_2_1.jpg,2026-06-15T21:50:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_08a038867818,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_4ff3f9065f3f,production_replay_natural,production,natural_replay_v002,True,106,2026-06-15T21:55:00,2026-06-18,day_shift,QC-CASTING-01,IQA-20260615-L006,6,IQA-20260615-L006-P006,piece_event_03ca9196a22f,Casting_class2:2022-02-23_14_35_30_213-1,Casting_class2,2022-02-23_14_35_30_213-1,2022-02-23T14:35:30.213,defective,True,True,1,Casting_class2,Casting_class2:1_3,iqa_casting_9367eb6aa9a89e6d,Casting_class2/test/defective/2022-02-23_14_35_30_213-1_1_3.jpg,2026-06-15T21:55:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_4ff3f9065f3f,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_d98cb8cf2474,production_replay_natural,production,natural_replay_v002,True,107,2026-06-15T22:15:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,10,IQA-20260615-L006-P010,piece_event_7d523c4fc392,Casting_class2:2022-02-16_14_27_02_494,Casting_class2,2022-02-16_14_27_02_494,2022-02-16T14:27:02.494,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_155b4ab8dc6078b3|iqa_casting_c593846eea6270c9|iqa_casting_ac0d8660bb847b2b,Casting_class2/train/good/2022-02-16_14_27_02_494_1_1.jpg|Casting_class2/train/good/2022-02-16_14_27_02_494_1_2.jpg|Casting_class2/train/good/2022-02-16_14_27_02_494_1_3.jpg,2026-06-15T22:15:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_d98cb8cf2474,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_162593b7bd40,production_replay_natural,production,natural_replay_v002,True,108,2026-06-15T22:20:00,2026-06-16,day_shift,QC-CASTING-01,IQA-20260615-L006,11,IQA-20260615-L006-P011,piece_event_558b0b915268,Casting_class2:2022-02-16_14_30_26_321,Casting_class2,2022-02-16_14_30_26_321,2022-02-16T14:30:26.321,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_780f3ae7b55b60bb|iqa_casting_f79412a32adf5124|iqa_casting_74bee8a19ef37b69,Casting_class2/train/good/2022-02-16_14_30_26_321_1_1.jpg|Casting_class2/train/good/2022-02-16_14_30_26_321_1_2.jpg|Casting_class2/train/good/2022-02-16_14_30_26_321_1_3.jpg,2026-06-15T22:20:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_162593b7bd40,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_a3b4e58ce0b9,production_replay_natural,production,natural_replay_v002,True,109,2026-06-15T22:40:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,15,IQA-20260615-L006-P015,piece_event_c29986be4cd7,Casting_class2:2022-02-16_15_51_27_675,Casting_class2,2022-02-16_15_51_27_675,2022-02-16T15:51:27.675,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_02ae6a20f60c1a63|iqa_casting_753f6be1f55c936e|iqa_casting_0564ae6fd6086961,Casting_class2/train/good/2022-02-16_15_51_27_675_1_1.jpg|Casting_class2/train/good/2022-02-16_15_51_27_675_1_2.jpg|Casting_class2/train/good/2022-02-16_15_51_27_675_1_3.jpg,2026-06-15T22:40:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_a3b4e58ce0b9,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_a165e2261a5a,production_replay_natural,production,natural_replay_v002,True,110,2026-06-15T22:45:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,16,IQA-20260615-L006-P016,piece_event_c5142134d1f5,Casting_class2:2022-02-16_15_54_40_098,Casting_class2,2022-02-16_15_54_40_098,2022-02-16T15:54:40.098,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_db7489767a57bb73|iqa_casting_06e6b4fa4420620f|iqa_casting_e3e7909eb51c1036,Casting_class2/train/good/2022-02-16_15_54_40_098_1_1.jpg|Casting_class2/train/good/2022-02-16_15_54_40_098_1_2.jpg|Casting_class2/train/good/2022-02-16_15_54_40_098_1_3.jpg,2026-06-15T22:45:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_a165e2261a5a,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_e2e32c8181fc,production_replay_natural,production,natural_replay_v002,True,111,2026-06-15T22:50:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,17,IQA-20260615-L006-P017,piece_event_0e6d053e294b,Casting_class2:2022-02-16_15_57_26_850,Casting_class2,2022-02-16_15_57_26_850,2022-02-16T15:57:26.850,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_4f39e02a449f4069|iqa_casting_013232b6a22d6c98|iqa_casting_323561552315992d,Casting_class2/train/good/2022-02-16_15_57_26_850_1_1.jpg|Casting_class2/train/good/2022-02-16_15_57_26_850_1_2.jpg|Casting_class2/train/good/2022-02-16_15_57_26_850_1_3.jpg,2026-06-15T22:50:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_e2e32c8181fc,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_445d33cd984e,production_replay_natural,production,natural_replay_v002,True,112,2026-06-15T22:55:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,18,IQA-20260615-L006-P018,piece_event_ed32b57380cb,Casting_class2:2022-02-16_16_02_48_467,Casting_class2,2022-02-16_16_02_48_467,2022-02-16T16:02:48.467,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_a3f4cd1b35f955bb|iqa_casting_d48b0e98d664f7c8|iqa_casting_fd71de3e74ac7c3f,Casting_class2/train/good/2022-02-16_16_02_48_467_1_1.jpg|Casting_class2/train/good/2022-02-16_16_02_48_467_1_2.jpg|Casting_class2/train/good/2022-02-16_16_02_48_467_1_3.jpg,2026-06-15T22:55:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_445d33cd984e,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_891700ff0b1a,production_replay_natural,production,natural_replay_v002,True,113,2026-06-15T23:00:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,19,IQA-20260615-L006-P019,piece_event_6d0715256446,Casting_class2:2022-02-16_16_08_26_220,Casting_class2,2022-02-16_16_08_26_220,2022-02-16T16:08:26.220,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_aad5db6fca2eb16f|iqa_casting_9f89e4be63c7da91|iqa_casting_7a8cac2668ac96de,Casting_class2/train/good/2022-02-16_16_08_26_220_1_1.jpg|Casting_class2/train/good/2022-02-16_16_08_26_220_1_2.jpg|Casting_class2/train/good/2022-02-16_16_08_26_220_1_3.jpg,2026-06-15T23:00:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_891700ff0b1a,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_0a23255331e6,production_replay_natural,production,natural_replay_v002,True,114,2026-06-15T23:20:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,23,IQA-20260615-L006-P023,piece_event_0885674719a0,Casting_class2:2022-02-16_16_18_43_359,Casting_class2,2022-02-16_16_18_43_359,2022-02-16T16:18:43.359,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_eab3e87368b65f02|iqa_casting_58d70b7faaa847f8|iqa_casting_b365bd650b6203d0,Casting_class2/train/good/2022-02-16_16_18_43_359_1_1.jpg|Casting_class2/train/good/2022-02-16_16_18_43_359_1_2.jpg|Casting_class2/train/good/2022-02-16_16_18_43_359_1_3.jpg,2026-06-15T23:20:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_0a23255331e6,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_408ec0e60534,production_replay_natural,production,natural_replay_v002,True,115,2026-06-15T23:25:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,24,IQA-20260615-L006-P024,piece_event_ff513a42c450,Casting_class2:2022-02-16_16_23_52_680,Casting_class2,2022-02-16_16_23_52_680,2022-02-16T16:23:52.680,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_7ef4b40f21e583d5|iqa_casting_66758bc90f43bb01|iqa_casting_c611e58068dd2ce2,Casting_class2/train/good/2022-02-16_16_23_52_680_1_1.jpg|Casting_class2/train/good/2022-02-16_16_23_52_680_1_2.jpg|Casting_class2/train/good/2022-02-16_16_23_52_680_1_3.jpg,2026-06-15T23:25:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_408ec0e60534,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_2660c84b7265,production_replay_natural,production,natural_replay_v002,True,116,2026-06-15T23:35:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,26,IQA-20260615-L006-P026,piece_event_b5a468dce9f1,Casting_class3:2022-02-16_16_28_30_019,Casting_class3,2022-02-16_16_28_30_019,2022-02-16T16:28:30.019,good,False,False,2,Casting_class3,Casting_class3:2_1|Casting_class3:3_3,iqa_casting_8d17553b1f51d767|iqa_casting_fd93f67d9ddb49fb,Casting_class3/train/good/2022-02-16_16_28_30_019_2_1.jpg|Casting_class3/train/good/2022-02-16_16_28_30_019_3_3.jpg,2026-06-15T23:35:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_2660c84b7265,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_0ec81ae0bae8,production_replay_natural,production,natural_replay_v002,True,117,2026-06-15T23:40:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,27,IQA-20260615-L006-P027,piece_event_93e1aaa43a25,Casting_class2:2022-02-16_16_30_13_884,Casting_class2,2022-02-16_16_30_13_884,2022-02-16T16:30:13.884,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_9cc51a264f758c6e|iqa_casting_6afd5966368f26cd|iqa_casting_2894078d67fa9f7c,Casting_class2/train/good/2022-02-16_16_30_13_884_1_1.jpg|Casting_class2/train/good/2022-02-16_16_30_13_884_1_2.jpg|Casting_class2/train/good/2022-02-16_16_30_13_884_1_3.jpg,2026-06-15T23:40:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_0ec81ae0bae8,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_4444bee195b6,production_replay_natural,production,natural_replay_v002,True,118,2026-06-15T23:45:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,28,IQA-20260615-L006-P028,piece_event_29e85cd94432,Casting_class2:2022-02-16_16_32_19_360,Casting_class2,2022-02-16_16_32_19_360,2022-02-16T16:32:19.360,good,False,False,1,Casting_class2,Casting_class2:1_3,iqa_casting_edeb39675eecaad6,Casting_class2/train/good/2022-02-16_16_32_19_360_1_3.jpg,2026-06-15T23:45:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_4444bee195b6,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_071c28af4057,production_replay_natural,production,natural_replay_v002,True,119,2026-06-15T23:50:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,29,IQA-20260615-L006-P029,piece_event_0c5a7431fc7b,Casting_class3:2022-02-16_16_32_19_360,Casting_class3,2022-02-16_16_32_19_360,2022-02-16T16:32:19.360,good,False,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,iqa_casting_5e20620f1e237504|iqa_casting_820db4c62bb5e8c6|iqa_casting_e51c83651c13ea4f,Casting_class3/train/good/2022-02-16_16_32_19_360_2_1.jpg|Casting_class3/train/good/2022-02-16_16_32_19_360_3_2.jpg|Casting_class3/train/good/2022-02-16_16_32_19_360_3_3.jpg,2026-06-15T23:50:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_071c28af4057,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_2f9306695899,production_replay_natural,production,natural_replay_v002,True,120,2026-06-15T23:55:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L006,30,IQA-20260615-L006-P030,piece_event_1ea929307ba4,Casting_class2:2022-02-16_16_32_33_490,Casting_class2,2022-02-16_16_32_33_490,2022-02-16T16:32:33.490,good,False,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,iqa_casting_f6c50040944dd1be|iqa_casting_7e35e523be06102d|iqa_casting_faf92cd534dcbc49,Casting_class2/train/good/2022-02-16_16_32_33_490_1_1.jpg|Casting_class2/train/good/2022-02-16_16_32_33_490_1_2.jpg|Casting_class2/train/good/2022-02-16_16_32_33_490_1_3.jpg,2026-06-15T23:55:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_2f9306695899,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
sim_event_c8079ef4c437,production_replay_natural,production,natural_replay_v002,True,121,2026-06-16T00:00:00,2026-06-17,day_shift,QC-CASTING-01,IQA-20260615-L007,1,IQA-20260615-L007-P001,piece_event_01115e801626,Casting_class2:2022-02-16_16_37_07_944,Casting_class2,2022-02-16_16_37_07_944,2022-02-16T16:37:07.944,good,False,False,1,Casting_class2,Casting_class2:1_3,iqa_casting_9a30a91df6c872e9,Casting_class2/train/good/2022-02-16_16_37_07_944_1_3.jpg,2026-06-16T00:00:00,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_natural_v002,sim_event_c8079ef4c437,production_replay_natural_v002,production_replay_natural_v002,,casting_flux_replay_plan_natural_v003
