simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version,gt_mask_paths,event_id,event_key,group_key,source_date,source_time,split_set,has_mask
sim_event_10aaf136033a,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,100,2026-06-27T11:18:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L002,10,STABLE_BASELINE_PIECE_B-P0100-724dd3cd,piece_event_66e94cf6aa51,Casting_class1:2022-02-18_13_26_39_533#v1,Casting_class1,2022-02-18_13_26_39_533,2022-02-18T13:26:39.533,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_947c1040839516a5,Casting_class1/train/good/2022-02-18_13_26_39_533_1_2.jpg,2026-06-27T11:18:00,2026-06-27T11:18:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_66e94cf6aa51,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_bf5bc11d0f1c,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,101,2026-06-27T11:20:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,10,STABLE_BASELINE_PIECE_B-P0101-eed2fca0,piece_event_66e94cf6aa51,Casting_class1:2022-02-18_13_26_39_533#v2,Casting_class1,2022-02-18_13_26_39_533,2022-02-18T13:26:39.533,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_e0cb42d67d0518b1,Casting_class1/train/good/2022-02-18_13_26_39_533_1_3.jpg,2026-06-27T11:20:00,2026-06-27T11:20:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_66e94cf6aa51,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_6be962a6eab8,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,102,2026-06-27T11:22:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,10,STABLE_BASELINE_PIECE_B-P0102-484af2ae,piece_event_66e94cf6aa51,Casting_class1:2022-02-18_13_26_39_533#v3,Casting_class1,2022-02-18_13_26_39_533,2022-02-18T13:26:39.533,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_33007bab2ed44d02,Casting_class1/train/good/2022-02-18_13_26_39_533_2_3.jpg,2026-06-27T11:22:00,2026-06-27T11:22:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_66e94cf6aa51,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_1387b3d40775,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,103,2026-06-27T11:24:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,11,STABLE_BASELINE_PIECE_B-P0103-11a9bacb,piece_event_316ef00ad3e3,Casting_class1:2022-02-18_13_30_17_268#v1,Casting_class1,2022-02-18_13_30_17_268,2022-02-18T13:30:17.268,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_a8a5182573dfd14e,Casting_class1/train/good/2022-02-18_13_30_17_268_1_2.jpg,2026-06-27T11:24:00,2026-06-27T11:24:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_316ef00ad3e3,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_caf1f2c21102,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,104,2026-06-27T11:26:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,11,STABLE_BASELINE_PIECE_B-P0104-3921b032,piece_event_316ef00ad3e3,Casting_class1:2022-02-18_13_30_17_268#v2,Casting_class1,2022-02-18_13_30_17_268,2022-02-18T13:30:17.268,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_a64bec0346f89a2a,Casting_class1/train/good/2022-02-18_13_30_17_268_1_3.jpg,2026-06-27T11:26:00,2026-06-27T11:26:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_316ef00ad3e3,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_875e846bd47b,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,105,2026-06-27T11:28:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,11,STABLE_BASELINE_PIECE_B-P0105-4923701e,piece_event_316ef00ad3e3,Casting_class1:2022-02-18_13_30_17_268#v3,Casting_class1,2022-02-18_13_30_17_268,2022-02-18T13:30:17.268,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_88d1ba0bb7752b9e,Casting_class1/train/good/2022-02-18_13_30_17_268_2_3.jpg,2026-06-27T11:28:00,2026-06-27T11:28:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_316ef00ad3e3,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_e4aa38dec17b,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,106,2026-06-27T11:30:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,12,STABLE_BASELINE_PIECE_B-P0106-5300a29e,piece_event_1a314432a4dc,Casting_class1:2022-02-18_13_35_03_121#v1,Casting_class1,2022-02-18_13_35_03_121,2022-02-18T13:35:03.121,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_f8a447d67c6d1389,Casting_class1/train/good/2022-02-18_13_35_03_121_1_2.jpg,2026-06-27T11:30:00,2026-06-27T11:30:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_1a314432a4dc,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_62a050d7345a,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,107,2026-06-27T11:32:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,12,STABLE_BASELINE_PIECE_B-P0107-a515483e,piece_event_1a314432a4dc,Casting_class1:2022-02-18_13_35_03_121#v2,Casting_class1,2022-02-18_13_35_03_121,2022-02-18T13:35:03.121,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_6d56fa375ac472f0,Casting_class1/train/good/2022-02-18_13_35_03_121_1_3.jpg,2026-06-27T11:32:00,2026-06-27T11:32:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_1a314432a4dc,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_5b3b23f775a8,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,108,2026-06-27T11:34:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,12,STABLE_BASELINE_PIECE_B-P0108-07b81f5a,piece_event_1a314432a4dc,Casting_class1:2022-02-18_13_35_03_121#v3,Casting_class1,2022-02-18_13_35_03_121,2022-02-18T13:35:03.121,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_977c7ead5ec7bce1,Casting_class1/train/good/2022-02-18_13_35_03_121_2_3.jpg,2026-06-27T11:34:00,2026-06-27T11:34:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_1a314432a4dc,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_f6af25729ef7,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,109,2026-06-27T11:36:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,1,STABLE_BASELINE_PIECE_B-P0109-355879b9,piece_event_7ee847a3e35c,Casting_class1:2022-02-18_13_37_55_545#v1,Casting_class1,2022-02-18_13_37_55_545,2022-02-18T13:37:55.545,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_4d020a7add6761e1,Casting_class1/train/good/2022-02-18_13_37_55_545_1_2.jpg,2026-06-27T11:36:00,2026-06-27T11:36:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_7ee847a3e35c,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_cd94fbc565fd,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,110,2026-06-27T11:38:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,1,STABLE_BASELINE_PIECE_B-P0110-7dc5eb9c,piece_event_7ee847a3e35c,Casting_class1:2022-02-18_13_37_55_545#v2,Casting_class1,2022-02-18_13_37_55_545,2022-02-18T13:37:55.545,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_ce292f0ba479ee64,Casting_class1/train/good/2022-02-18_13_37_55_545_1_3.jpg,2026-06-27T11:38:00,2026-06-27T11:38:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_7ee847a3e35c,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_e3b0bbb3f556,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,111,2026-06-27T11:40:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,1,STABLE_BASELINE_PIECE_B-P0111-a1974ca4,piece_event_7ee847a3e35c,Casting_class1:2022-02-18_13_37_55_545#v3,Casting_class1,2022-02-18_13_37_55_545,2022-02-18T13:37:55.545,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_ba76eb08d6e19e89,Casting_class1/train/good/2022-02-18_13_37_55_545_2_3.jpg,2026-06-27T11:40:00,2026-06-27T11:40:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_7ee847a3e35c,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_214874e4b9bc,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,112,2026-06-27T11:42:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,2,STABLE_BASELINE_PIECE_B-P0112-51ee7205,piece_event_cf6916ec21be,Casting_class1:2022-02-18_13_50_54_253#v1,Casting_class1,2022-02-18_13_50_54_253,2022-02-18T13:50:54.253,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_2dcf6232396e6073,Casting_class1/train/good/2022-02-18_13_50_54_253_1_2.jpg,2026-06-27T11:42:00,2026-06-27T11:42:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_cf6916ec21be,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_d197ca809c34,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,113,2026-06-27T11:44:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,2,STABLE_BASELINE_PIECE_B-P0113-bb151cb0,piece_event_cf6916ec21be,Casting_class1:2022-02-18_13_50_54_253#v2,Casting_class1,2022-02-18_13_50_54_253,2022-02-18T13:50:54.253,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_231fb755db17c991,Casting_class1/train/good/2022-02-18_13_50_54_253_1_3.jpg,2026-06-27T11:44:00,2026-06-27T11:44:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_cf6916ec21be,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_16a74fa099cd,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,114,2026-06-27T11:46:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,2,STABLE_BASELINE_PIECE_B-P0114-64bc4eb9,piece_event_cf6916ec21be,Casting_class1:2022-02-18_13_50_54_253#v3,Casting_class1,2022-02-18_13_50_54_253,2022-02-18T13:50:54.253,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_846edadf938d8b65,Casting_class1/train/good/2022-02-18_13_50_54_253_2_3.jpg,2026-06-27T11:46:00,2026-06-27T11:46:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_cf6916ec21be,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_b487ec2d09af,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,115,2026-06-27T11:48:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,3,STABLE_BASELINE_PIECE_B-P0115-96264d68,piece_event_6e7fe54581e2,Casting_class1:2022-02-18_13_56_50_108#v1,Casting_class1,2022-02-18_13_56_50_108,2022-02-18T13:56:50.108,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_b19dbac5b0ed83d9,Casting_class1/train/good/2022-02-18_13_56_50_108_1_2.jpg,2026-06-27T11:48:00,2026-06-27T11:48:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_6e7fe54581e2,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_67bb229b6194,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,116,2026-06-27T11:50:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,3,STABLE_BASELINE_PIECE_B-P0116-68df14b1,piece_event_6e7fe54581e2,Casting_class1:2022-02-18_13_56_50_108#v2,Casting_class1,2022-02-18_13_56_50_108,2022-02-18T13:56:50.108,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_ff8386191a41541d,Casting_class1/train/good/2022-02-18_13_56_50_108_1_3.jpg,2026-06-27T11:50:00,2026-06-27T11:50:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_6e7fe54581e2,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_4bc289b59332,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,117,2026-06-27T11:52:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,3,STABLE_BASELINE_PIECE_B-P0117-6c50df3c,piece_event_6e7fe54581e2,Casting_class1:2022-02-18_13_56_50_108#v3,Casting_class1,2022-02-18_13_56_50_108,2022-02-18T13:56:50.108,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_dd2f24e48fce7bf7,Casting_class1/train/good/2022-02-18_13_56_50_108_2_3.jpg,2026-06-27T11:52:00,2026-06-27T11:52:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_6e7fe54581e2,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_103a23e2e886,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,118,2026-06-27T11:54:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,4,STABLE_BASELINE_PIECE_B-P0118-aea6abe1,piece_event_c275e2e1a9fe,Casting_class1:2022-02-18_14_02_48_113#v1,Casting_class1,2022-02-18_14_02_48_113,2022-02-18T14:02:48.113,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_789255c2140f4cbc,Casting_class1/train/good/2022-02-18_14_02_48_113_1_2.jpg,2026-06-27T11:54:00,2026-06-27T11:54:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_c275e2e1a9fe,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_3c28e3989883,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,119,2026-06-27T11:56:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,4,STABLE_BASELINE_PIECE_B-P0119-2e7fd384,piece_event_c275e2e1a9fe,Casting_class1:2022-02-18_14_02_48_113#v2,Casting_class1,2022-02-18_14_02_48_113,2022-02-18T14:02:48.113,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_80f96646776b2c54,Casting_class1/train/good/2022-02-18_14_02_48_113_1_3.jpg,2026-06-27T11:56:00,2026-06-27T11:56:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_c275e2e1a9fe,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_add1c0758332,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,120,2026-06-27T11:58:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,4,STABLE_BASELINE_PIECE_B-P0120-c9876b7d,piece_event_c275e2e1a9fe,Casting_class1:2022-02-18_14_02_48_113#v3,Casting_class1,2022-02-18_14_02_48_113,2022-02-18T14:02:48.113,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_8f5eac08999586f7,Casting_class1/train/good/2022-02-18_14_02_48_113_2_3.jpg,2026-06-27T11:58:00,2026-06-27T11:58:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_c275e2e1a9fe,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_791aa1de330b,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,121,2026-06-27T12:00:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,5,STABLE_BASELINE_PIECE_B-P0121-2d1edb4c,piece_event_f19b9291ae7a,Casting_class1:2022-02-18_14_06_35_976#v1,Casting_class1,2022-02-18_14_06_35_976,2022-02-18T14:06:35.976,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_b7f44bbac54d141b,Casting_class1/train/good/2022-02-18_14_06_35_976_1_2.jpg,2026-06-27T12:00:00,2026-06-27T12:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f19b9291ae7a,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_ed8a49e26873,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,122,2026-06-27T12:02:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,5,STABLE_BASELINE_PIECE_B-P0122-0127766c,piece_event_f19b9291ae7a,Casting_class1:2022-02-18_14_06_35_976#v2,Casting_class1,2022-02-18_14_06_35_976,2022-02-18T14:06:35.976,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_50dbdb3877f4bc12,Casting_class1/train/good/2022-02-18_14_06_35_976_1_3.jpg,2026-06-27T12:02:00,2026-06-27T12:02:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f19b9291ae7a,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_2ee647173dcd,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,123,2026-06-27T12:04:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,5,STABLE_BASELINE_PIECE_B-P0123-b533f6f4,piece_event_f19b9291ae7a,Casting_class1:2022-02-18_14_06_35_976#v3,Casting_class1,2022-02-18_14_06_35_976,2022-02-18T14:06:35.976,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_6a8d01707909d6e9,Casting_class1/train/good/2022-02-18_14_06_35_976_2_3.jpg,2026-06-27T12:04:00,2026-06-27T12:04:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f19b9291ae7a,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_4daac2f58178,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,124,2026-06-27T12:06:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,6,STABLE_BASELINE_PIECE_B-P0124-9cb53cc1,piece_event_e18e4410c56e,Casting_class1:2022-02-18_14_10_23_736#v1,Casting_class1,2022-02-18_14_10_23_736,2022-02-18T14:10:23.736,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_2d8e86bad604cab8,Casting_class1/train/good/2022-02-18_14_10_23_736_1_2.jpg,2026-06-27T12:06:00,2026-06-27T12:06:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_e18e4410c56e,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_fe6cd310ea21,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,125,2026-06-27T12:08:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L003,6,STABLE_BASELINE_PIECE_B-P0125-9e8aea01,piece_event_e18e4410c56e,Casting_class1:2022-02-18_14_10_23_736#v2,Casting_class1,2022-02-18_14_10_23_736,2022-02-18T14:10:23.736,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_7d0e5b11065c4c1b,Casting_class1/train/good/2022-02-18_14_10_23_736_1_3.jpg,2026-06-27T12:08:00,2026-06-27T12:08:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_e18e4410c56e,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
